POPULATION (IN THOUSANDS):
ALTER          USA              EU           JAPAN            CHINA            INDIA          RUSSIA
-47  .024742 .019186 .015200 .012167 .009704 .007069 .003898
-46  .024196 .018359 .014840 .011871 .009464 .006891 .003795
-45  .023337 .017560 .014269 .011402 .009082 .006606 .003628
-44  .022039 .016811 .013401 .010684 .008496 .006169 .003372
-43  .019672 .015535 .011855 .009417 .007467 .005406 .002932
-42  .018354 .014834 .010946 .008654 .006838 .004931 .002649
-41  .017457 .014118 .010287 .008083 .006356 .004562 .002422
-40  .016875 .013406 .009790 .007625 .005953 .004243 .002217
-39  .016436 .012719 .009334 .007177 .005543 .003910 .001995
-38  .016588 .012501 .009179 .006943 .005287 .003678 .001814
-37  .016210 .011879 .008791 .006562 .004938 .003394 .001624
-36  .015788 .011302 .008475 .006282 .004698 .003208 .001509
-35  .015183 .010773 .008151 .006044 .004521 .003087 .001449
-34  .014295 .010290 .007743 .005781 .004350 .002987 .001421
-33  .013423 .010028 .007380 .005570 .004233 .002933 .001424
-32  .012495 .009621 .006952 .005295 .004056 .002831 .001398
-31  .011856 .009253 .006608 .005045 .003875 .002711 .001347
-30  .011439 .008927 .006290 .004770 .003646 .002542 .001250
-29  .011145 .008644 .005941 .004428 .003338 .002298 .001098
-28  .011205 .008626 .005717 .004147 .003056 .002060 .000934
-27  .011114 .008444 .005459 .003861 .002782 .001834 .000782
-26  .011187 .008311 .005368 .003731 .002645 .001713 .000693
-25  .011438 .008204 .005438 .003750 .002637 .001690 .000657
-24  .011845 .008101 .005639 .003888 .002726 .001738 .000661
-23  .012456 .008070 .005970 .004128 .002899 .001844 .000691
-22  .012740 .007915 .006150 .004268 .003004 .001912 .000713
-21  .012698 .007728 .006167 .004297 .003034 .001934 .000725
-20  .012246 .007519 .005987 .004190 .002970 .001901 .000721
-19  .011358 .007312 .005599 .003942 .002812 .001813 .000704
-18  .009664 .006781 .004819 .003423 .002463 .001605 .000645
-17  .008645 .006535 .004359 .003123 .002267 .001491 .000619
-16  .007927 .006240 .004025 .002900 .002117 .001402 .000595
-15  .007464 .005927 .003789 .002732 .001998 .001326 .000567
-14  .007147 .005647 .003601 .002587 .001885 .001248 .000531
-13  .006049 .004758 .003005 .002142 .001550 .001020 .000427
-12  .005935 .004624 .002906 .002053 .001475 .000964 .000394
-11  .005944 .004563 .002874 .002013 .001435 .000931 .000372
-10  .006086 .004580 .002904 .002017 .001427 .000918 .000357
 -9  .006366 .004679 .002996 .002060 .001444 .000920 .000345
 -8  .006462 .004650 .002998 .002041 .001415 .000890 .000320
 -7  .006835 .004914 .003139 .002119 .001458 .000908 .000314
 -6  .007242 .005258 .003306 .002218 .001516 .000937 .000314
 -5  .007784 .005667 .003542 .002366 .001608 .000986 .000320
 -4  .008544 .006122 .003884 .002584 .001747 .001064 .000334
 -3  .009388 .006542 .004271 .002836 .001910 .001156 .000353
 -2  .010191 .007049 .004651 .003091 .002080 .001257 .000380
 -1  .010871 .007566 .004996 .003334 .002253 .001366 .000419
  0  .011557 .008075 .005376 .003618 .002465 .001507 .000479
  1  .012371 .008552 .005850 .003984 .002746 .001700 .000567
  2  .012890 .008715 .006202 .004277 .002983 .001870 .000653
  3  .013567 .009085 .006607 .004595 .003229 .002041 .000732
  4  .013966 .009393 .006846 .004784 .003376 .002142 .000780
  5  .014132 .009631 .006946 .004863 .003438 .002185 .000800
  6  .014141 .009797 .006952 .004867 .003441 .002187 .000800
  7  .014220 .010005 .006981 .004884 .003451 .002191 .000798
  8  .014126 .010054 .006924 .004839 .003416 .002166 .000785
  9  .014036 .010064 .006870 .004796 .003383 .002143 .000773
 10  .013947 .010039 .006818 .004756 .003352 .002121 .000763
 11  .013848 .009985 .006760 .004712 .003318 .002098 .000751
 12  .013852 .009991 .006753 .004703 .003309 .002089 .000745
 13  .013759 .009905 .006699 .004662 .003278 .002068 .000734
 14  .013680 .009815 .006653 .004627 .003251 .002050 .000725
 15  .013595 .009720 .006603 .004589 .003222 .002029 .000715
 16  .013487 .009621 .006540 .004541 .003184 .002002 .000701
 17  .013444 .009580 .006506 .004511 .003160 .001984 .000690
 18  .013329 .009479 .006440 .004460 .003121 .001957 .000676
 19  .013231 .009380 .006383 .004417 .003088 .001934 .000665
 20  .013129 .009282 .006326 .004374 .003056 .001912 .000654
 21  .013001 .009182 .006255 .004321 .003016 .001885 .000641
 22  .012914 .009125 .006202 .004280 .002984 .001862 .000629
 23  .012782 .009022 .006129 .004226 .002944 .001835 .000616
 24  .012671 .008922 .006067 .004179 .002908 .001811 .000605
 25  .012555 .008819 .006002 .004130 .002871 .001785 .000593
 26  .012411 .008712 .005921 .004068 .002824 .001753 .000577
 27  .012291 .008636 .005848 .004011 .002781 .001721 .000561
 28  .012146 .008525 .005765 .003949 .002733 .001688 .000545
 29  .012023 .008414 .005697 .003897 .002694 .001661 .000532
 30  .011899 .008302 .005628 .003845 .002655 .001635 .000520
 31  .011747 .008187 .005544 .003783 .002608 .001603 .000505
 32  .011598 .008094 .005460 .003719 .002560 .001569 .000488
 33  .011440 .007981 .005374 .003655 .002512 .001537 .000473
 34  .011304 .007872 .005299 .003599 .002470 .001508 .000460
 35  .011163 .007768 .005221 .003540 .002426 .001478 .000445
 36  .010992 .007669 .005125 .003468 .002372 .001441 .000428
 37  .010826 .007599 .005029 .003395 .002316 .001402 .000408
 38  .010677 .007521 .004946 .003332 .002268 .001369 .000393
 39  .010590 .007460 .004896 .003294 .002239 .001350 .000383
 40  .010555 .007414 .004875 .003278 .002227 .001341 .000379
 41  .010555 .007382 .004874 .003277 .002226 .001339 .000378
 42  .010600 .007378 .004895 .003291 .002235 .001346 .000379
 43  .010623 .007369 .004906 .003299 .002241 .001349 .000380
 44  .010643 .007367 .004916 .003306 .002246 .001353 .000382
 45  .010661 .007371 .004925 .003312 .002251 .001355 .000383
 46  .010678 .007380 .004933 .003318 .002254 .001357 .000384
 47  .010714 .007403 .004950 .003329 .002262 .001362 .000385
 48  .010726 .007415 .004956 .003333 .002265 .001363 .000386
 49  .010736 .007428 .004960 .003336 .002267 .001364 .000386
 50  .010743 .007442 .004964 .003338 .002269 .001365 .000387

MORTALITY RATES:
 
USA
JAHR      68      69      70      71      72      73      74      75
 0   .023096 .025594 .028051 .030363 .033117 .035901 .039091 .043014
 1   .022676 .025156 .027597 .029911 .032689 .035537 .038808 .042796
 2   .022256 .024718 .027144 .029461 .032263 .035174 .038527 .042580
 3   .021836 .024280 .026692 .029012 .031838 .034812 .038247 .042365
 4   .021416 .023843 .026241 .028564 .031415 .034452 .037969 .042151
 5   .020996 .023406 .025790 .028117 .030994 .034094 .037692 .041938
 6   .020576 .022969 .025341 .027671 .030573 .033738 .037417 .041727
 7   .020156 .022533 .024892 .027227 .030155 .033383 .037143 .041517
 8   .019736 .022097 .024444 .026784 .029738 .033029 .036870 .041308
 9   .019316 .021662 .023996 .026342 .029322 .032677 .036599 .041100
10   .018896 .021227 .023550 .025901 .028908 .032327 .036330 .040894
11   .018476 .020792 .023104 .025461 .028495 .031978 .036061 .040688
12   .018056 .020358 .022659 .025023 .028084 .031631 .035794 .040484
13   .017636 .019924 .022215 .024585 .027674 .031285 .035529 .040281
14   .017216 .019490 .021771 .024149 .027266 .030941 .035264 .040079
15   .016796 .019057 .021329 .023714 .026859 .030598 .035001 .039878
16   .016376 .018624 .020887 .023280 .026453 .030257 .034740 .039679
17   .015956 .018191 .020446 .022847 .026049 .029917 .034480 .039480
18   .015536 .017759 .020005 .022416 .025647 .029579 .034221 .039283
19   .015116 .017328 .019566 .021985 .025245 .029242 .033963 .039086
20   .014696 .016896 .019127 .021556 .024846 .028907 .033707 .038891
21   .014276 .016465 .018689 .021128 .024447 .028573 .033451 .038697
22   .013856 .016035 .018251 .020701 .024050 .028240 .033198 .038504
23   .013436 .015604 .017815 .020275 .023654 .027909 .032945 .038312
24   .013016 .015174 .017379 .019850 .023260 .027580 .032694 .038120
25   .012596 .014745 .016944 .019426 .022867 .027252 .032444 .037931
26   .012176 .014316 .016509 .019003 .022476 .026925 .032195 .037742
27   .011756 .013887 .016076 .018582 .022086 .026599 .031947 .037554
28   .011336 .013458 .015643 .018161 .021697 .026275 .031701 .037367
29   .010916 .013030 .015211 .017742 .021309 .025953 .031456 .037181
30   .010496 .012603 .014779 .017324 .020923 .025631 .031212 .036996
31   .010076 .012175 .014349 .016906 .020538 .025311 .030969 .036812
32   .009656 .011748 .013919 .016490 .020155 .024993 .030727 .036629
33   .009236 .011322 .013490 .016075 .019773 .024675 .030487 .036447
34   .008816 .010895 .013061 .015661 .019392 .024359 .030248 .036266
35   .008396 .010469 .012634 .015248 .019012 .024045 .030010 .036086
36   .007976 .010044 .012207 .014836 .018634 .023732 .029773 .035907
37   .007556 .009619 .011780 .014425 .018257 .023420 .029537 .035729
38   .007136 .009194 .011355 .014016 .017881 .023109 .029302 .035552
39   .006716 .008769 .010930 .013607 .017506 .022799 .029068 .035376
40   .006296 .008345 .010506 .013199 .017133 .022491 .028836 .035201
41   .005876 .007922 .010083 .012793 .016761 .022184 .028605 .035026
42   .005456 .007498 .009660 .012387 .016391 .021879 .028374 .034853
43   .005036 .007075 .009238 .011983 .016021 .021574 .028145 .034680
44   .004616 .006652 .008817 .011579 .015653 .021271 .027917 .034509
45   .004196 .006230 .008397 .011176 .015286 .020970 .027690 .034338
46   .003776 .005808 .007977 .010775 .014920 .020669 .027464 .034168
47   .003356 .005387 .007558 .010375 .014556 .020370 .027239 .033999
48   .002936 .004965 .007139 .009975 .014192 .020071 .027015 .033831
49   .002516 .004544 .006722 .009577 .013830 .019774 .026793 .033663
50   .002096 .004124 .006305 .009179 .013470 .019479 .026571 .033497
 
JAHR      76      77      78      79      80      81      82      83
 0   .047349 .051751 .056985 .062764 .068303 .074404 .082006 .090189
 1   .047164 .051575 .056787 .062536 .068065 .074162 .081746 .089925
 2   .046981 .051399 .056590 .062310 .067829 .073921 .081488 .089663
 3   .046799 .051225 .056395 .062086 .067595 .073683 .081233 .089404
 4   .046618 .051052 .056202 .061864 .067362 .073446 .080980 .089148
 5   .046438 .050880 .056009 .061643 .067132 .073212 .080729 .088893
 6   .046259 .050710 .055818 .061423 .066903 .072980 .080481 .088642
 7   .046081 .050540 .055629 .061206 .066676 .072749 .080234 .088392
 8   .045905 .050371 .055440 .060990 .066451 .072520 .079990 .088145
 9   .045729 .050204 .055253 .060775 .066228 .072294 .079748 .087900
10   .045555 .050038 .055067 .060562 .066006 .072069 .079508 .087657
11   .045382 .049872 .054883 .060351 .065786 .071845 .079270 .087417
12   .045209 .049708 .054699 .060141 .065568 .071624 .079034 .087179
13   .045038 .049545 .054517 .059933 .065351 .071405 .078800 .086943
14   .044868 .049383 .054337 .059726 .065136 .071187 .078568 .086709
15   .044699 .049222 .054157 .059520 .064922 .070971 .078338 .086477
16   .044530 .049062 .053979 .059316 .064710 .070757 .078110 .086247
17   .044363 .048903 .053801 .059114 .064500 .070544 .077884 .086019
18   .044197 .048745 .053625 .058913 .064292 .070333 .077659 .085793
19   .044032 .048588 .053450 .058713 .064084 .070124 .077437 .085569
20   .043868 .048432 .053277 .058514 .063879 .069916 .077216 .085348
21   .043704 .048277 .053104 .058318 .063675 .069710 .076998 .085128
22   .043542 .048123 .052933 .058122 .063472 .069506 .076781 .084910
23   .043381 .047970 .052762 .057928 .063271 .069303 .076566 .084694
24   .043220 .047817 .052593 .057735 .063071 .069102 .076352 .084479
25   .043061 .047666 .052425 .057543 .062873 .068902 .076141 .084267
26   .042902 .047516 .052258 .057353 .062676 .068704 .075931 .084056
27   .042745 .047366 .052092 .057164 .062481 .068507 .075722 .083848
28   .042588 .047218 .051927 .056976 .062287 .068312 .075516 .083641
29   .042432 .047070 .051763 .056790 .062095 .068118 .075311 .083435
30   .042278 .046924 .051601 .056605 .061903 .067926 .075107 .083232
31   .042124 .046778 .051439 .056421 .061714 .067735 .074906 .083030
32   .041971 .046633 .051278 .056238 .061525 .067546 .074706 .082830
33   .041818 .046489 .051119 .056057 .061338 .067358 .074507 .082631
34   .041667 .046346 .050960 .055876 .061152 .067171 .074310 .082434
35   .041517 .046204 .050802 .055697 .060968 .066986 .074115 .082239
36   .041367 .046062 .050646 .055520 .060784 .066802 .073921 .082045
37   .041218 .045922 .050490 .055343 .060602 .066620 .073728 .081853
38   .041070 .045782 .050335 .055167 .060422 .066439 .073537 .081663
39   .040923 .045643 .050181 .054993 .060242 .066259 .073348 .081474
40   .040777 .045505 .050029 .054820 .060064 .066080 .073160 .081286
41   .040631 .045368 .049877 .054647 .059887 .065903 .072973 .081100
42   .040487 .045231 .049726 .054476 .059711 .065727 .072788 .080916
43   .040343 .045095 .049576 .054307 .059537 .065552 .072604 .080733
44   .040200 .044961 .049427 .054138 .059363 .065379 .072422 .080551
45   .040058 .044826 .049278 .053970 .059191 .065207 .072241 .080371
46   .039916 .044693 .049131 .053803 .059020 .065036 .072061 .080192
47   .039775 .044561 .048985 .053638 .058850 .064866 .071882 .080015
48   .039636 .044429 .048839 .053473 .058681 .064698 .071705 .079839
49   .039496 .044298 .048695 .053310 .058514 .064530 .071530 .079664
50   .039358 .044168 .048551 .053147 .058347 .064364 .071355 .079491
 
JAHR      84      85      86      87      88      89      90
 0   .098993 .109131 .120492 .133622 .148829 .166818 .189110
 1   .098743 .108906 .120318 .133535 .148895 .167141 .189856
 2   .098496 .108683 .120146 .133450 .148960 .167461 .190594
 3   .098252 .108462 .119976 .133365 .149024 .167777 .191325
 4   .098010 .108244 .119808 .133281 .149087 .168089 .192047
 5   .097770 .108028 .119641 .133199 .149150 .168398 .192762
 6   .097533 .107815 .119476 .133117 .149212 .168703 .193470
 7   .097298 .107603 .119314 .133036 .149273 .169005 .194170
 8   .097065 .107394 .119152 .132956 .149334 .169303 .194862
 9   .096834 .107187 .118993 .132877 .149394 .169598 .195548
10   .096606 .106982 .118835 .132799 .149453 .169890 .196226
11   .096380 .106779 .118679 .132721 .149512 .170179 .196898
12   .096156 .106578 .118525 .132645 .149570 .170465 .197562
13   .095935 .106379 .118372 .132569 .149627 .170747 .198220
14   .095715 .106183 .118221 .132494 .149684 .171026 .198871
15   .095498 .105988 .118071 .132420 .149740 .171303 .199516
16   .095282 .105795 .117923 .132347 .149795 .171576 .200154
17   .095069 .105604 .117777 .132274 .149850 .171847 .200785
18   .094857 .105414 .117632 .132203 .149905 .172114 .201411
19   .094648 .105227 .117488 .132132 .149958 .172379 .202030
20   .094440 .105042 .117346 .132061 .150012 .172641 .202643
21   .094234 .104858 .117205 .131992 .150064 .172900 .203250
22   .094031 .104676 .117066 .131923 .150116 .173157 .203852
23   .093829 .104496 .116928 .131855 .150168 .173411 .204447
24   .093629 .104317 .116791 .131788 .150219 .173662 .205037
25   .093430 .104140 .116656 .131721 .150269 .173911 .205621
26   .093234 .103965 .116522 .131655 .150319 .174158 .206199
27   .093039 .103791 .116390 .131589 .150368 .174401 .206772
28   .092846 .103620 .116258 .131525 .150417 .174643 .207339
29   .092655 .103449 .116128 .131461 .150466 .174882 .207902
30   .092465 .103280 .116000 .131397 .150514 .175118 .208459
31   .092277 .103113 .115872 .131334 .150561 .175353 .209010
32   .092091 .102948 .115746 .131272 .150608 .175585 .209557
33   .091906 .102783 .115621 .131211 .150655 .175814 .210098
34   .091723 .102621 .115497 .131150 .150701 .176042 .210635
35   .091542 .102460 .115374 .131089 .150746 .176267 .211166
36   .091362 .102300 .115252 .131029 .150791 .176490 .211693
37   .091183 .102142 .115132 .130970 .150836 .176711 .212215
38   .091007 .101985 .115012 .130911 .150881 .176930 .212732
39   .090831 .101829 .114894 .130853 .150924 .177146 .213245
40   .090657 .101675 .114777 .130796 .150968 .177361 .213753
41   .090485 .101522 .114661 .130739 .151011 .177574 .214257
42   .090314 .101371 .114546 .130682 .151053 .177784 .214756
43   .090144 .101221 .114432 .130626 .151096 .177993 .215250
44   .089976 .101072 .114319 .130571 .151137 .178200 .215741
45   .089809 .100924 .114207 .130516 .151179 .178404 .216227
46   .089644 .100778 .114096 .130461 .151220 .178607 .216708
47   .089480 .100633 .113986 .130407 .151261 .178808 .217186
48   .089317 .100489 .113877 .130354 .151301 .179008 .217659
49   .089156 .100347 .113769 .130301 .151341 .179205 .218129
50   .088996 .100206 .113662 .130248 .151380 .179401 .218594
 
 
EU
JAHR      68      69      70      71      72      73      74      75
 0   .019650 .021715 .023806 .026030 .028534 .031314 .034526 .038313
 1   .019313 .021388 .023489 .025721 .028227 .031005 .034208 .037974
 2   .018977 .021061 .023172 .025412 .027921 .030698 .033891 .037636
